Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease, all ages†, Confirmed, Current week","Invasive Pneumococcal Disease, all ages†, Confirmed, Current week, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease, all ages†, Probable, Current week","Invasive Pneumococcal Disease, all ages†, Probable, Current week, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017, flag",Location 1,Location 2
MONTANA,2018,27,1,,2,,7,,71,,51,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
ALASKA,2018,27,,-,3,,7,,75,,59,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2018,27,,-,3,,16,,118,,167,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2018,27,,-,3,,9,,100,,115,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2018,27,,-,9,,23,,272,,393,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2018,27,10,,16,,86,,560,,521,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2018,27,,-,8,,30,,181,,619,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2018,27,,-,2,,9,,53,,82,,,-,0,,1,,2,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGIN ISL.,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TENNESSEE,2018,27,,-,14,,43,,528,,582,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2018,27,,-,3,,18,,13,,260,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2018,27,2,,10,,26,,357,,356,,,-,0,,2,,8,,22,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2018,27,4,,12,,54,,411,,336,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
INDIANA,2018,27,2,,13,,39,,430,,444,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2018,27,,-,0,,3,,10,,18,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2018,27,,-,1,,5,,41,,49,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2018,28,90,,350,,1072,,11275,,11702,,4,,4,,13,,150,,87,,,
NEW ENGLAND,2018,28,4,,22,,59,,692,,782,,,-,0,,1,,1,,5,,,
MID. ATLANTIC,2018,28,29,,50,,153,,1618,,1728,,2,,1,,3,,38,,36,,,
NEW YORK CITY,2018,28,11,,13,,30,,462,,417,,,-,0,,2,,4,,1,,,
E.N. CENTRAL,2018,28,17,,61,,148,,1984,,2047,,1,,1,,3,,33,,14,,,
W.N. CENTRAL,2018,28,7,,29,,64,,843,,1069,,1,,1,,6,,34,,10,,,
S. ATLANTIC,2018,28,12,,56,,150,,1695,,2132,,,-,0,,2,,17,,11,,,
E.S. CENTRAL,2018,28,,-,35,,101,,1244,,1191,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2018,28,,-,43,,336,,1645,,1262,,,-,0,,2,,13,,6,,,
MOUNTAIN,2018,28,18,,40,,128,,1426,,1367,,,-,0,,2,,13,,4,,,
PACIFIC,2018,28,3,,5,,9,,128,,124,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
WYOMING,2018,28,,-,0,,3,,14,,21,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2018,28,9,,10,,26,,372,,360,,2,,0,,2,,9,,22,,"PENNSYLVANIA
(40.789676, -77.858055)",
WISCONSIN,2018,28,3,,9,,25,,303,,318,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MARYLAND,2018,28,,-,9,,27,,321,,304,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
CONNECTICUT,2018,28,,-,3,,16,,118,,167,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2018,28,,-,0,,3,,10,,18,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2018,28,,-,2,,11,,40,,164,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2018,28,,-,0,,10,,30,,39,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2018,28,9,,16,,86,,570,,535,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
MISSISSIPPI,2018,28,,-,5,,15,,178,,151,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALASKA,2018,28,3,,3,,7,,78,,59,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2018,28,,-,6,,48,,214,,202,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
LOUISIANA,2018,28,,-,8,,27,,315,,173,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
DIST. OF COL.,2018,28,,-,1,,4,,43,,37,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
TENNESSEE,2018,28,,-,14,,43,,528,,588,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2018,28,,-,5,,16,,165,,161,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2018,28,10,,12,,54,,421,,345,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
UTAH,2018,28,,-,3,,11,,106,,148,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
MAINE,2018,28,,-,2,,10,,90,,87,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
OKLAHOMA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VERMONT,2018,28,,-,1,,5,,42,,28,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2018,28,,-,2,,6,,74,,61,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2018,28,,-,8,,31,,265,,234,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DELAWARE,2018,28,,-,1,,5,,52,,47,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VIRGIN ISL.,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2018,28,,-,8,,26,,214,,416,,,-,0,,2,,17,,9,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2018,28,,-,2,,9,,53,,83,,,-,0,,1,,2,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
KENTUCKY,2018,28,,-,8,,28,,273,,218,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2018,28,,-,13,,39,,430,,449,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
KANSAS,2018,28,,-,4,,11,,156,,183,,,-,0,,1,,3,,,-,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2018,28,8,,13,,52,,423,,346,,,-,0,,2,,9,,4,,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2018,28,4,,15,,42,,500,,588,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2018,28,8,,15,,56,,583,,443,,,-,0,,2,,12,,1,,"ARIZONA
(34.869712, -111.760902)",
OREGON,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH CAROLINA,2018,28,,-,8,,30,,181,,631,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
C.N.M.I.,2018,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MASSACHUSETTS,2018,28,4,,10,,23,,338,,400,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEBRASKA,2018,28,,-,3,,9,,100,,117,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
HAWAII,2018,28,,-,1,,5,,50,,65,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TEXAS,2018,28,,-,28,,276,,1116,,887,,,-,0,,2,,10,,6,,"TEXAS
(31.827233, -99.423022)",
MICHIGAN,2018,28,,-,15,,41,,419,,569,,,-,0,,2,,12,,12,,"MICHIGAN
(44.66399, -84.711206)",
NEW MEXICO,2018,28,,-,5,,20,,191,,195,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2018,28,,-,3,,18,,13,,263,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
IDAHO,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MONTANA,2018,28,,-,2,,7,,71,,51,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2018,28,,-,1,,5,,46,,50,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2018,28,14,,23,,62,,832,,711,,1,,0,,3,,21,,2,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2018,28,7,,12,,40,,475,,373,,1,,1,,5,,27,,7,,"MISSOURI
(38.636168, -92.566292)",
WASHINGTON,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
CALIFORNIA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2018,29,79,,355,,1072,,11473,,11866,,3,,4,,13,,156,,88,,,
NEW ENGLAND,2018,29,6,,22,,59,,704,,790,,,-,0,,1,,2,,5,,,
MID. ATLANTIC,2018,29,18,,51,,153,,1648,,1755,,,-,1,,3,,39,,36,,,
NEW YORK CITY,2018,29,1,,13,,30,,463,,423,,,-,0,,2,,4,,1,,,
E.N. CENTRAL,2018,29,14,,61,,148,,2019,,2079,,1,,1,,3,,34,,14,,,
W.N. CENTRAL,2018,29,3,,29,,64,,853,,1085,,2,,1,,6,,36,,11,,,
S. ATLANTIC,2018,29,15,,56,,150,,1746,,2158,,,-,0,,2,,17,,11,,,
E.S. CENTRAL,2018,29,2,,35,,101,,1248,,1212,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2018,29,1,,43,,336,,1649,,1278,,,-,0,,2,,13,,6,,,
MOUNTAIN,2018,29,15,,40,,130,,1472,,1383,,,-,0,,2,,14,,4,,,
PACIFIC,2018,29,5,,5,,9,,134,,126,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MARYLAND,2018,29,5,,9,,27,,328,,307,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2018,29,,-,4,,11,,158,,184,,,-,0,,1,,3,,,-,"KANSAS
(38.345528, -98.201847)",
VIRGIN ISL.,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MISSISSIPPI,2018,29,2,,5,,15,,181,,152,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2018,29,,-,1,,5,,50,,67,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2018,29,,-,8,,31,,266,,242,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2018,29,,-,1,,10,,32,,40,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2018,29,,-,15,,42,,523,,589,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2018,29,,-,6,,20,,202,,198,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2018,29,2,,5,,11,,123,,149,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2018,29,,-,7,,30,,181,,637,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2018,29,,-,2,,7,,72,,52,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2018,29,9,,16,,86,,579,,545,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2018,29,,-,3,,18,,13,,267,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2018,29,2,,9,,25,,306,,321,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DIST. OF COL.,2018,29,,-,1,,4,,44,,38,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PENNSYLVANIA,2018,29,6,,10,,26,,380,,364,,,-,0,,2,,9,,22,,"PENNSYLVANIA
(40.789676, -77.858055)",
OREGON,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
FLORIDA,2018,29,6,,13,,52,,429,,360,,,-,0,,2,,9,,4,,"FLORIDA
(28.915325, -81.922409)",
GUAM,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2018,29,1,,8,,27,,318,,176,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2018,29,,-,1,,5,,54,,47,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2018,29,,-,14,,39,,442,,457,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
IOWA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2018,29,,-,6,,48,,215,,204,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
PUERTO RICO,2018,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2018,29,,-,8,,28,,273,,218,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2018,29,1,,15,,41,,428,,580,,,-,0,,2,,12,,12,,"MICHIGAN
(44.66399, -84.711206)",
NORTH DAKOTA,2018,29,,-,1,,5,,47,,51,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2018,29,,-,14,,43,,528,,600,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2018,29,,-,28,,276,,1116,,898,,,-,0,,2,,10,,6,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2018,29,,-,0,,3,,14,,21,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2018,29,,-,3,,16,,118,,167,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2018,29,3,,12,,40,,481,,383,,2,,1,,5,,29,,7,,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2018,29,,-,2,,6,,74,,61,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2018,29,8,,15,,56,,594,,448,,,-,0,,2,,12,,1,,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2018,29,5,,12,,54,,426,,349,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2018,29,2,,8,,27,,226,,423,,,-,0,,2,,18,,9,,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2018,29,2,,2,,10,,92,,88,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WASHINGTON,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2018,29,,-,2,,9,,54,,83,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2018,29,3,,10,,23,,344,,406,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2018,29,5,,3,,7,,84,,59,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2018,29,1,,0,,3,,11,,18,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2018,29,,-,3,,9,,100,,117,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
C.N.M.I.,2018,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OHIO,2018,29,11,,23,,62,,843,,721,,1,,0,,3,,22,,2,,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2018,29,3,,5,,16,,176,,162,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2018,29,1,,1,,5,,44,,28,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
NEVADA,2018,29,,-,2,,11,,41,,166,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IDAHO,2018,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2018,30,83,,355,,1072,,11680,,11998,,1,,4,,13,,158,,88,,,
NEW ENGLAND,2018,30,1,,22,,59,,706,,797,,,-,0,,1,,2,,5,,,
MID. ATLANTIC,2018,30,25,,51,,153,,1676,,1778,,,-,1,,3,,39,,36,,,
NEW YORK CITY,2018,30,9,,13,,30,,472,,431,,,-,0,,2,,4,,1,,,
E.N. CENTRAL,2018,30,3,,61,,148,,2050,,2102,,,-,1,,3,,34,,14,,,
W.N. CENTRAL,2018,30,7,,29,,64,,868,,1096,,1,,1,,6,,37,,11,,,
S. ATLANTIC,2018,30,21,,56,,150,,1782,,2180,,,-,0,,2,,17,,11,,,
E.S. CENTRAL,2018,30,4,,36,,101,,1298,,1226,,,-,0,,1,,2,,1,,,
W.S. CENTRAL,2018,30,10,,43,,336,,1662,,1291,,,-,0,,2,,13,,6,,,
MOUNTAIN,2018,30,11,,40,,131,,1501,,1400,,,-,0,,2,,14,,4,,,
PACIFIC,2018,30,1,,5,,9,,137,,128,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MASSACHUSETTS,2018,30,,-,10,,23,,344,,409,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2018,30,,-,0,,3,,14,,21,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2018,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KANSAS,2018,30,,-,4,,11,,161,,186,,,-,0,,1,,3,,,-,"KANSAS
(38.345528, -98.201847)",
HAWAII,2018,30,,-,1,,5,,53,,67,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2018,30,,-,1,,5,,47,,52,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2018,30,,-,3,,16,,118,,168,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGIN ISL.,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEBRASKA,2018,30,,-,3,,9,,100,,118,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2018,30,2,,9,,25,,311,,322,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2018,30,2,,2,,7,,75,,53,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
SOUTH DAKOTA,2018,30,1,,2,,9,,58,,84,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
GEORGIA,2018,30,4,,15,,42,,538,,592,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
DIST. OF COL.,2018,30,,-,1,,4,,44,,39,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
DELAWARE,2018,30,,-,1,,5,,54,,48,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARKANSAS,2018,30,7,,6,,48,,224,,208,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
PUERTO RICO,2018,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2018,30,1,,6,,20,,203,,199,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2018,30,1,,5,,15,,182,,153,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2018,30,1,,2,,10,,93,,89,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MISSOURI,2018,30,6,,12,,40,,488,,384,,1,,1,,5,,30,,7,,"MISSOURI
(38.636168, -92.566292)",
VIRGINIA,2018,30,,-,0,,3,,11,,19,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
ALASKA,2018,30,1,,3,,7,,84,,61,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IDAHO,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2018,30,,-,28,,276,,1116,,905,,,-,0,,2,,10,,6,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2018,30,,-,0,,10,,32,,40,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2018,30,3,,8,,28,,286,,219,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2018,30,1,,14,,39,,459,,462,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2018,30,12,,16,,86,,592,,551,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2018,30,,-,5,,16,,179,,163,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2018,30,3,,8,,27,,322,,178,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
NEVADA,2018,30,,-,2,,11,,43,,168,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UTAH,2018,30,,-,5,,12,,137,,151,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
MICHIGAN,2018,30,,-,15,,41,,437,,586,,,-,0,,2,,12,,12,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2018,30,,-,2,,6,,75,,61,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2018,30,4,,15,,56,,599,,453,,,-,0,,2,,12,,1,,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2018,30,10,,9,,27,,339,,311,,,-,0,,1,,2,,5,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2018,30,7,,13,,52,,436,,366,,,-,0,,2,,9,,4,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2018,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2018,30,,-,8,,27,,226,,428,,,-,0,,2,,18,,9,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2018,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VERMONT,2018,30,,-,1,,5,,44,,30,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
OHIO,2018,30,,-,23,,62,,843,,732,,,-,0,,3,,22,,2,,"OHIO
(40.056807, -82.405897)",
MINNESOTA,2018,30,,-,2,,18,,14,,272,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
