Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, All ages, Confirmed, Current week","Invasive Pneumococcal Disease§, All ages, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, All ages, Probable, Current week","Invasive Pneumococcal Disease§, All ages, Probable, Current week, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016, flag",Location 1,Location 2
MINNESOTA,2017,46,,-,0,,14,,3,,417,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2017,46,7,,11,,23,,471,,477,,,-,0,,4,,27,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2017,46,,-,8,,37,,490,,303,,,-,0,,2,,4,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2017,46,,-,1,,11,,47,,49,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
UTAH,2017,46,,-,3,,11,,129,,210,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ARIZONA,2017,46,6,,12,,28,,559,,636,,1,,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2017,46,,-,1,,5,,64,,70,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2017,46,,-,4,,13,,182,,238,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2017,46,,-,1,,8,,65,,74,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2017,46,1,,6,,22,,216,,497,,,-,0,,10,,43,,,-,"NEW JERSEY
(40.104655, -74.386686)",
ALASKA,2017,46,,-,2,,8,,94,,117,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2017,46,,-,5,,15,,280,,263,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2017,46,,-,3,,13,,158,,295,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2017,46,4,,6,,32,,277,,217,,,-,0,,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
FLORIDA,2017,46,19,,10,,27,,541,,553,,,-,0,,2,,5,,,-,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2017,46,8,,10,,24,,476,,125,,,-,0,,3,,14,,2,,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2017,46,9,,15,,38,,683,,704,,,-,0,,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
GUAM,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2017,46,5,,9,,19,,404,,383,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
MASSACHUSETTS,2017,46,,-,12,,28,,508,,443,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
VERMONT,2017,46,1,,1,,5,,43,,56,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MICHIGAN,2017,46,,-,15,,28,,607,,777,,,-,0,,1,,6,,10,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2017,46,,-,5,,11,,211,,221,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2017,46,,-,26,,189,,1149,,1368,,,-,0,,2,,9,,,-,"TEXAS
(31.827233, -99.423022)",
OREGON,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
IOWA,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEBRASKA,2017,46,,-,2,,10,,106,,164,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
UNITED STATES,2017,47,138,,331,,791,,14189,,14993,,1,,2,,13,,136,,18,,,
NEW ENGLAND,2017,47,2,,21,,49,,983,,962,,,-,0,,2,,4,,,-,,
MID. ATLANTIC,2017,47,29,,48,,129,,2010,,2342,,1,,1,,10,,74,,,-,,
NEW YORK CITY,2017,47,11,,12,,29,,575,,570,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,47,16,,55,,108,,2562,,2597,,,-,0,,2,,12,,10,,,
W.N. CENTRAL,2017,47,16,,22,,47,,1030,,1112,,,-,0,,3,,21,,4,,,
S. ATLANTIC,2017,47,33,,52,,120,,2546,,2522,,,-,0,,3,,11,,,-,,
E.S. CENTRAL,2017,47,11,,33,,72,,1497,,1470,,,-,0,,1,,1,,2,,,
W.S. CENTRAL,2017,47,7,,36,,231,,1588,,1908,,,-,0,,2,,9,,1,,,
MOUNTAIN,2017,47,24,,37,,69,,1807,,1888,,,-,0,,1,,4,,1,,,
PACIFIC,2017,47,,-,3,,12,,166,,192,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEW JERSEY,2017,47,1,,6,,22,,219,,509,,,-,0,,10,,43,,,-,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
FLORIDA,2017,47,19,,10,,27,,560,,562,,,-,0,,2,,5,,,-,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2017,47,,-,1,,6,,75,,86,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH DAKOTA,2017,47,,-,1,,5,,71,,70,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WASHINGTON,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2017,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2017,47,8,,17,,39,,786,,865,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2017,47,,-,4,,13,,183,,240,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH CAROLINA,2017,47,,-,7,,37,,492,,313,,,-,0,,2,,5,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2017,47,1,,2,,4,,91,,87,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2017,47,,-,5,,15,,280,,271,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2017,47,2,,11,,28,,514,,455,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
GUAM,2017,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2017,47,2,,15,,28,,633,,793,,,-,0,,1,,6,,10,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2017,47,1,,5,,11,,217,,229,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2017,47,,-,1,,5,,43,,56,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
HAWAII,2017,47,,-,1,,8,,71,,74,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TENNESSEE,2017,47,7,,15,,38,,697,,724,,,-,0,,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
UTAH,2017,47,,-,3,,11,,129,,215,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
IDAHO,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2017,47,,-,0,,14,,3,,429,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2017,47,,-,0,,5,,24,,33,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KANSAS,2017,47,,-,4,,14,,214,,195,,,-,0,,1,,2,,,-,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
VIRGIN ISL.,2017,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
LOUISIANA,2017,47,,-,3,,13,,159,,298,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2017,47,,-,2,,7,,95,,118,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2017,47,8,,10,,24,,489,,133,,,-,0,,3,,14,,2,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2017,47,,-,4,,16,,193,,192,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2017,47,2,,9,,22,,416,,361,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2017,47,1,,6,,26,,309,,317,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
C.N.M.I.,2017,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
RHODE ISLAND,2017,47,,-,1,,11,,47,,51,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OHIO,2017,47,12,,21,,52,,1014,,867,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
ARKANSAS,2017,47,4,,5,,32,,277,,221,,,-,0,,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
ARIZONA,2017,47,9,,12,,28,,569,,645,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2017,47,5,,11,,23,,477,,494,,1,,0,,4,,28,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2017,47,,-,4,,16,,195,,202,,,-,0,,2,,3,,,-,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2017,47,6,,9,,19,,409,,392,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2017,47,14,,11,,21,,521,,445,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
OREGON,2017,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2017,47,5,,2,,9,,120,,120,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2017,47,,-,0,,2,,22,,29,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,47,3,,2,,10,,133,,165,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2017,47,12,,16,,70,,739,,769,,,-,0,,1,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2017,47,3,,26,,189,,1152,,1389,,,-,0,,2,,9,,,-,"TEXAS
(31.827233, -99.423022)",
INDIANA,2017,47,,-,12,,33,,499,,576,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2017,47,2,,6,,17,,274,,200,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
DIST. OF COL.,2017,47,,-,1,,4,,40,,62,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
DELAWARE,2017,47,,-,1,,6,,54,,59,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MAINE,2017,47,,-,2,,10,,109,,112,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2017,48,253,,326,,791,,14602,,15483,,3,,2,,13,,140,,18,,,
NEW ENGLAND,2017,48,8,,22,,49,,1003,,988,,,-,0,,2,,4,,,-,,
MID. ATLANTIC,2017,48,40,,48,,129,,2074,,2413,,3,,1,,10,,77,,,-,,
NEW YORK CITY,2017,48,16,,12,,29,,593,,590,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,48,49,,57,,108,,2651,,2681,,,-,0,,2,,13,,10,,,
W.N. CENTRAL,2017,48,15,,22,,47,,1060,,1159,,,-,0,,3,,21,,4,,,
S. ATLANTIC,2017,48,49,,51,,120,,2616,,2612,,,-,0,,3,,11,,,-,,
E.S. CENTRAL,2017,48,22,,33,,72,,1543,,1541,,,-,0,,1,,1,,2,,,
W.S. CENTRAL,2017,48,31,,36,,231,,1628,,1957,,,-,0,,2,,9,,1,,,
MOUNTAIN,2017,48,39,,37,,69,,1861,,1932,,,-,0,,1,,4,,1,,,
PACIFIC,2017,48,,-,3,,12,,166,,200,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
FLORIDA,2017,48,19,,10,,27,,579,,572,,,-,0,,2,,5,,,-,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2017,48,4,,4,,13,,190,,253,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
DIST. OF COL.,2017,48,,-,1,,4,,40,,63,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MAINE,2017,48,1,,2,,10,,113,,117,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MISSOURI,2017,48,11,,10,,24,,503,,150,,,-,0,,3,,14,,2,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2017,48,1,,1,,6,,55,,61,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2017,48,6,,11,,28,,527,,465,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2017,48,,-,1,,8,,71,,78,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2017,48,,-,0,,14,,8,,439,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GUAM,2017,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2017,48,,-,5,,13,,229,,236,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2017,48,20,,12,,21,,541,,456,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
UTAH,2017,48,,-,3,,11,,129,,222,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2017,48,19,,26,,189,,1178,,1429,,,-,0,,2,,9,,,-,"TEXAS
(31.827233, -99.423022)",
NEVADA,2017,48,,-,4,,16,,193,,200,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2017,48,4,,11,,23,,492,,507,,,-,0,,4,,29,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2017,48,1,,1,,5,,72,,74,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2017,48,8,,5,,32,,285,,225,,,-,0,,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2017,48,1,,0,,2,,24,,31,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
INDIANA,2017,48,,-,12,,33,,523,,597,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2017,48,2,,5,,15,,288,,274,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2017,48,,-,6,,17,,274,,209,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2017,48,2,,2,,10,,136,,169,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2017,48,1,,2,,9,,121,,121,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2017,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
GEORGIA,2017,48,9,,16,,39,,808,,901,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2017,48,14,,12,,28,,584,,657,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2017,48,3,,2,,4,,100,,89,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2017,48,,-,4,,16,,195,,210,,,-,0,,2,,3,,,-,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2017,48,13,,8,,19,,425,,407,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
OHIO,2017,48,39,,21,,52,,1053,,887,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2017,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2017,48,,-,4,,14,,220,,206,,,-,0,,1,,2,,,-,"KANSAS
(38.345528, -98.201847)",
OREGON,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
ALABAMA,2017,48,2,,6,,26,,316,,343,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2017,48,1,,2,,6,,77,,88,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2017,48,4,,6,,22,,233,,522,,,-,0,,10,,43,,,-,"NEW JERSEY
(40.104655, -74.386686)",
WASHINGTON,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MICHIGAN,2017,48,2,,14,,28,,649,,819,,,-,0,,1,,7,,10,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH CAROLINA,2017,48,2,,7,,37,,495,,324,,,-,0,,2,,5,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2017,48,,-,2,,7,,95,,122,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2017,48,8,,9,,22,,426,,378,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2017,48,20,,15,,38,,724,,753,,,-,0,,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2017,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2017,48,4,,3,,13,,165,,303,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW YORK,2017,48,16,,16,,70,,756,,794,,3,,0,,0,,3,,,-,"NEW YORK
(42.826892, -75.544286)",
RHODE ISLAND,2017,48,,-,1,,11,,47,,51,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2017,48,,-,0,,5,,26,,34,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VERMONT,2017,48,,-,1,,5,,44,,57,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
VIRGIN ISL.,2017,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UNITED STATES,2017,49,257,,326,,791,,15053,,15970,,4,,2,,13,,145,,19,,,
NEW ENGLAND,2017,49,12,,21,,49,,1028,,1014,,,-,0,,2,,4,,,-,,
MID. ATLANTIC,2017,49,45,,47,,129,,2128,,2469,,1,,1,,10,,77,,,-,,
RHODE ISLAND,2017,49,,-,1,,11,,47,,52,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK CITY,2017,49,14,,12,,29,,608,,601,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,49,45,,57,,108,,2746,,2769,,,-,0,,2,,13,,10,,,
W.N. CENTRAL,2017,49,20,,22,,48,,1112,,1203,,1,,0,,3,,22,,4,,,
S. ATLANTIC,2017,49,47,,52,,120,,2685,,2699,,1,,0,,3,,12,,,-,,
E.S. CENTRAL,2017,49,22,,33,,72,,1599,,1604,,,-,0,,1,,1,,2,,,
W.S. CENTRAL,2017,49,38,,36,,231,,1687,,2016,,1,,0,,2,,12,,1,,,
MOUNTAIN,2017,49,28,,37,,69,,1896,,1992,,,-,0,,1,,4,,2,,,
PACIFIC,2017,49,,-,3,,12,,172,,204,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MARYLAND,2017,49,13,,8,,19,,438,,419,,1,,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2017,49,1,,2,,6,,104,,91,,,-,0,,1,,2,,2,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2017,49,,-,11,,33,,541,,618,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2017,49,3,,3,,13,,183,,313,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2017,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2017,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
UTAH,2017,49,,-,3,,11,,129,,227,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2017,49,6,,6,,17,,297,,219,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW HAMPSHIRE,2017,49,,-,2,,6,,82,,91,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2017,49,34,,21,,52,,1086,,919,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2017,49,,-,5,,15,,289,,287,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2017,49,,-,5,,13,,237,,246,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WYOMING,2017,49,,-,0,,5,,26,,34,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2017,49,8,,9,,22,,439,,388,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2017,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
CONNECTICUT,2017,49,,-,4,,16,,199,,217,,,-,0,,2,,3,,,-,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2017,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2017,49,7,,10,,23,,501,,520,,1,,0,,4,,30,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2017,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2017,49,3,,6,,22,,240,,531,,,-,0,,10,,43,,,-,"NEW JERSEY
(40.104655, -74.386686)",
OREGON,2017,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
MAINE,2017,49,3,,2,,10,,116,,120,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2017,49,3,,2,,10,,144,,173,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
MINNESOTA,2017,49,,-,0,,14,,20,,453,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH DAKOTA,2017,49,2,,2,,9,,125,,122,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW YORK,2017,49,21,,16,,70,,779,,817,,,-,0,,1,,2,,,-,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2017,49,,-,1,,8,,77,,82,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VIRGIN ISL.,2017,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST VIRGINIA,2017,49,,-,4,,12,,191,,257,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2017,49,2,,5,,32,,287,,234,,,-,0,,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2017,49,,-,0,,2,,24,,33,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2017,49,33,,26,,189,,1217,,1469,,1,,0,,2,,10,,,-,"TEXAS
(31.827233, -99.423022)",
VERMONT,2017,49,2,,1,,5,,48,,58,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
